NumberofFloors,NumberofBuildings,BUILDING_AGE,PropertyGFATotal,PropertyGFATotal-binned,Neighborhood,PropertyType,RATIO_ELECTRICITY,NaturalGas,SteamUse,OtherFuelUse,SiteEnergyUse(kBtu),GHGEmissions(MetricTonsCO2e),ENERGYSTARScore
3.0,1.0,13.0,3.0,Medium,DOWNTOWN,Store/Restaurant,83.62538,True,False,False,29747868.0,432.18,84.0
2.0,1.0,98.0,24476.0,Small,EAST,Store/Restaurant,41.14788,True,False,False,2623229.0,89.52,
1.0,1.0,75.0,30496.0,Small,GREATER DUWAMISH,Store/Restaurant,65.8362,True,False,False,1959703.0,44.55,
2.0,1.0,46.0,34948.0,Small,NORTHEAST,Store/Restaurant,100.00409,False,False,False,1100575.0,7.67,22.0
3.0,1.0,56.0,26000.0,Small,DOWNTOWN,Store/Restaurant,45.62599,True,False,False,1677877.0,53.79,
3.0,1.0,122.0,22480.0,Small,DOWNTOWN,Store/Restaurant,100.00418,False,False,False,1003659.0,7.0,
2.0,1.0,17.0,29508.0,Small,EAST,Store/Restaurant,37.15453,True,False,False,1844825.0,66.35,
3.0,1.0,113.0,49299.0,Small,DOWNTOWN,Store/Restaurant,25.57262,True,False,False,5239717.0,216.46,
2.0,1.0,34.0,21036.0,Small,EAST,Store/Restaurant,49.12097,True,False,False,2630101.0,80.08,
2.0,1.0,23.0,32928.0,Small,NORTHEAST,Store/Restaurant,100.00415,False,False,False,5420552.0,37.79,11.0
2.0,1.0,61.0,37600.0,Small,MAGNOLIA / QUEEN ANNE,Store/Restaurant,35.39287,True,False,False,1174197.0,43.19,
2.0,1.0,75.0,21656.0,Small,EAST,Store/Restaurant,40.47501,True,False,False,1840259.0,63.37,
3.0,1.0,110.0,24000.0,Small,EAST,Store/Restaurant,94.74583,True,False,False,1018068.0,9.57,
3.0,1.0,37.0,42000.0,Small,DOWNTOWN,Store/Restaurant,55.8468,True,True,False,7768294.0,269.23,98.0
3.0,1.0,18.0,21947.0,Small,GREATER DUWAMISH,Store/Restaurant,60.29624,True,False,False,1541879.0,39.0,27.0
2.0,1.0,106.0,140823.0,Medium,EAST,Store/Restaurant,98.08513,True,False,False,13586070.0,106.74,30.0
1.0,1.0,56.0,87458.0,Medium,GREATER DUWAMISH,Store/Restaurant,46.55362,True,False,False,8688676.0,274.84,
6.0,1.0,120.0,74211.0,Medium,DOWNTOWN,Store/Restaurant,100.00417,False,False,False,1391569.0,9.7,97.0
2.0,1.0,8.0,25532.0,Small,MAGNOLIA / QUEEN ANNE,Store/Restaurant,100.00414,False,False,False,628609.0,4.38,84.0
3.0,1.0,22.0,93079.0,Medium,LAKE UNION,Store/Restaurant,100.0041,False,False,False,1609757.0,11.22,94.0
2.0,1.0,120.0,40320.0,Small,DOWNTOWN,Store/Restaurant,47.52853,True,False,False,3816695.0,119.01,
2.0,1.0,94.0,23000.0,Small,MAGNOLIA / QUEEN ANNE,Store/Restaurant,54.78326,True,False,False,595839.0,16.59,
2.0,1.0,44.0,26519.0,Small,LAKE UNION,Store/Restaurant,58.39421,True,False,True,3717064.0,97.27,
6.0,1.0,7.0,345290.0,Large,LAKE UNION,Store/Restaurant,60.04658,True,False,True,39364116.0,1000.06,
1.0,1.0,17.0,20616.0,Small,NORTH,Store/Restaurant,100.0,False,False,True,636965.5,4.44,
1.0,1.0,28.0,20050.0,Small,CENTRAL,Store/Restaurant,42.43142,True,False,True,1813404.0,60.81,
1.0,1.0,33.0,14101.0,Small,GREATER DUWAMISH,Store/Restaurant,48.48981,True,False,True,719471.1875,22.11,
1.0,1.0,84.0,18258.0,Small,GREATER DUWAMISH,Store/Restaurant,37.51892,True,False,True,1152896.25,41.27,
2.0,1.0,61.0,56228.0,Medium,SOUTHEAST,Education,62.6905,True,False,False,1454222.0,35.17,96.0
3.0,1.0,94.0,126593.0,Medium,DOWNTOWN,Education,46.80219,True,False,False,9791557.0,308.6,
1.0,1.0,67.0,126351.0,Medium,CENTRAL,Education,30.76614,True,False,False,6283226.0,244.51,57.0
2.0,1.0,73.0,160645.0,Medium,NORTH,Education,26.76516,True,False,False,6387710.0,260.37,80.0
2.0,1.0,33.0,51582.0,Small,MAGNOLIA / QUEEN ANNE,Education,100.00414,False,False,False,1472548.0,10.27,94.0
2.0,1.0,32.0,54986.0,Medium,MAGNOLIA / QUEEN ANNE,Education,77.43149,True,False,False,1655612.0,28.78,91.0
2.0,1.0,72.0,175565.0,Medium,NORTHEAST,Education,25.08235,True,False,False,6227419.0,258.67,88.0
3.0,1.0,68.0,175015.0,Medium,NORTHWEST,Education,38.05285,True,False,False,7080118.0,251.72,95.0
3.0,1.0,111.0,56072.0,Medium,EAST,Education,17.71379,True,False,False,3106930.0,139.62,77.0
3.0,1.0,23.0,74468.0,Medium,DELRIDGE,Education,85.70345,True,False,False,1857329.0,25.2,85.0
3.0,1.0,99.0,67743.0,Medium,EAST,Education,54.93699,True,False,False,2303288.0,63.95,43.0
6.0,1.0,114.0,194104.0,Medium,EAST,Education,30.48182,True,False,False,5889882.0,229.98,100.0
2.0,1.0,31.0,58933.0,Medium,SOUTHEAST,Education,100.00414,False,False,False,2150120.0,14.99,71.0
1.0,1.0,65.0,130862.0,Medium,GREATER DUWAMISH,Education,36.77185,True,False,False,5851209.0,211.49,65.0
3.0,1.0,33.0,59955.0,Medium,SOUTHEAST,Education,93.60815,True,False,False,1521329.0,15.1,94.0
2.0,1.0,58.0,93218.0,Medium,MAGNOLIA / QUEEN ANNE,Education,46.41862,True,False,False,3072599.0,97.38,84.0
2.0,1.0,59.0,131013.0,Medium,NORTHWEST,Education,44.94782,True,False,False,3939221.0,127.52,88.0
1.0,1.0,63.0,245587.0,Medium,NORTHWEST,Education,36.85894,True,False,False,10444297.0,377.09,95.0
3.0,1.0,31.0,66588.0,Medium,LAKE UNION,Education,100.00418,False,False,False,2033074.0,14.17,75.0
2.0,1.0,31.0,55513.0,Medium,BALLARD,Education,100.00415,False,False,False,1612965.0,11.24,91.0
4.0,1.0,32.0,289588.0,Large,SOUTHEAST,Education,70.03772,True,False,False,8747819.0,181.93,92.0
3.0,1.0,107.0,63330.0,Medium,EAST,Education,67.64363,True,False,False,2755578.0,60.35,
2.0,1.0,52.0,441071.0,Large,DELRIDGE,Education,66.48546,True,False,False,37430780.0,839.79,
3.0,1.0,14.0,254523.0,Large,CENTRAL,Education,56.72598,True,False,False,13609040.0,366.61,62.0
3.0,1.0,21.0,78804.0,Medium,SOUTHEAST,Education,67.78417,True,False,False,2447651.0,53.45,92.0
3.0,1.0,20.0,66994.0,Medium,CENTRAL,Education,77.54197,True,False,False,2266570.0,39.29,83.0
3.0,1.0,22.0,98357.0,Medium,GREATER DUWAMISH,Education,60.32698,True,False,False,3265995.0,82.55,90.0
2.0,1.0,42.0,52611.0,Small,MAGNOLIA / QUEEN ANNE,Education,63.23227,True,False,False,4399828.0,105.32,
2.0,1.0,11.0,236758.0,Medium,NORTH,Education,60.47175,True,False,False,8050977.0,202.97,96.0
3.0,1.0,20.0,62526.0,Medium,NORTHWEST,Education,57.35778,True,False,False,1841968.0,49.08,97.0
2.0,1.0,23.0,242795.0,Medium,BALLARD,Education,85.54302,True,False,False,8728584.0,119.09,82.0
2.0,11.0,52.0,694072.0,Large,NORTHWEST,Education,89.40217,True,False,False,37117212.0,440.31,
2.0,1.0,70.0,173185.0,Medium,SOUTHEAST,Education,25.95101,True,False,False,6863464.0,282.34,72.0
1.0,1.0,59.0,145341.0,Medium,DELRIDGE,Education,38.31403,True,False,False,4998015.0,177.1,77.0
2.0,1.0,62.0,184125.0,Medium,SOUTHEAST,Education,35.79824,True,False,False,8037287.0,294.12,89.0
1.0,1.0,63.0,160270.0,Medium,BALLARD,Education,34.12718,True,False,False,5674450.0,212.02,79.0
2.0,1.0,12.0,367884.0,Large,DELRIDGE,Education,67.16112,True,False,False,12263687.0,271.32,93.0
1.0,1.0,64.0,46797.0,Small,DELRIDGE,Education,44.58784,True,False,False,1911611.0,62.2,86.0
3.0,1.0,59.0,136188.0,Medium,CENTRAL,Education,43.94279,True,False,False,5436057.0,178.5,67.0
2.0,1.0,18.0,67371.0,Medium,SOUTHEAST,Education,70.42927,True,False,False,2075833.0,42.8,92.0
3.0,1.0,12.0,127776.0,Medium,LAKE UNION,Education,85.81422,True,False,False,4213726.0,56.96,81.0
2.0,1.0,23.0,67235.0,Medium,BALLARD,Education,74.72765,True,False,False,2364351.0,44.06,85.0
3.0,1.0,31.0,58118.0,Medium,SOUTHWEST,Education,86.71666,True,False,False,1362993.0,17.86,97.0
2.0,1.0,33.0,52792.0,Small,NORTH,Education,100.00416,False,False,False,1227290.0,8.56,98.0
1.0,1.0,97.0,70762.0,Medium,GREATER DUWAMISH,Education,12.42055,True,False,False,2933003.0,138.96,95.0
4.0,1.0,25.0,241066.0,Medium,LAKE UNION,Education,42.5394,True,False,False,7870351.0,263.53,74.0
1.0,1.0,23.0,71714.0,Medium,DELRIDGE,Education,85.60613,True,False,False,2223321.0,30.27,89.0
2.0,1.0,20.0,208981.0,Medium,SOUTHWEST,Education,64.71464,True,False,False,7564604.0,175.9,84.0
2.0,1.0,94.0,55653.0,Medium,NORTHEAST,Education,0.52808,True,False,False,2003474.0,105.92,84.0
3.0,1.0,16.0,269297.0,Large,NORTHEAST,Education,74.61986,True,False,False,10281586.0,192.09,79.0
3.0,1.0,21.0,75174.0,Medium,NORTHEAST,Education,59.35463,True,False,False,2654755.0,68.3,80.0
3.0,1.0,19.0,75214.0,Medium,MAGNOLIA / QUEEN ANNE,Education,78.71699,True,False,False,2295845.0,38.55,87.0
3.0,1.0,17.0,134918.0,Medium,SOUTHWEST,Education,77.5863,True,False,False,3773040.0,65.33,92.0
2.0,1.0,31.0,64414.0,Medium,CENTRAL,Education,100.00414,False,False,False,2414679.0,16.83,63.0
3.0,1.0,95.0,92437.0,Medium,NORTHWEST,Education,20.30609,True,False,False,4986643.0,218.12,71.0
3.0,1.0,15.0,204961.0,Medium,GREATER DUWAMISH,Education,60.17251,True,False,False,7971886.0,202.07,94.0
2.0,1.0,106.0,60122.0,Medium,CENTRAL,Education,100.00416,False,False,False,552729.0,3.85,
1.0,1.0,34.0,52924.0,Medium,CENTRAL,Education,100.00414,False,False,False,1907697.0,13.3,81.0
3.0,1.0,34.0,55353.0,Medium,CENTRAL,Education,100.00414,False,False,False,1520326.0,10.6,87.0
4.0,1.0,48.0,114000.0,Medium,CENTRAL,Education,94.21087,True,False,False,7011508.0,67.62,
1.0,1.0,72.0,61183.0,Medium,SOUTHWEST,Education,29.07311,True,False,False,2467851.0,97.97,91.0
1.0,1.0,67.0,46732.0,Small,NORTHEAST,Education,33.54748,True,False,False,2198064.0,82.72,89.0
2.0,1.0,68.0,51489.0,Small,SOUTHWEST,Education,37.9576,True,False,False,1909346.0,67.97,94.0
2.0,1.0,92.0,47602.0,Small,NORTHWEST,Education,37.26324,True,False,False,2004995.0,72.02,85.0
2.0,1.0,30.0,28923.0,Small,DOWNTOWN,Education,41.84756,True,False,False,456397.0,15.43,
3.0,1.0,94.0,21600.0,Small,DOWNTOWN,Education,72.58518,True,False,False,315468.0,6.19,
1.0,1.0,21.0,35805.0,Small,MAGNOLIA / QUEEN ANNE,Education,82.55406,True,False,False,317581.0,4.77,100.0
3.0,1.0,112.0,28800.0,Small,DOWNTOWN,Education,89.24376,True,False,False,731315.0,8.73,
2.0,1.0,65.0,21600.0,Small,DOWNTOWN,Education,51.34171,True,False,False,1074937.0,31.63,83.0
3.0,1.0,27.0,22860.0,Small,DOWNTOWN,Education,100.00422,False,False,False,1019043.0,7.1,35.0
1.0,1.0,64.0,38624.0,Small,NORTHEAST,Education,56.04988,True,False,False,1356465.0,36.96,83.0
3.0,1.0,33.0,21500.0,Small,NORTHEAST,Education,51.62223,True,False,False,6159684.0,180.44,51.0
1.0,1.0,51.0,55206.0,Medium,GREATER DUWAMISH,Education,65.92984,True,False,False,1986624.0,45.08,81.0
2.0,1.0,100.0,33462.0,Small,SOUTHWEST,Education,19.37594,True,False,False,2994822.0,132.28,89.0
3.0,1.0,57.0,49744.0,Small,SOUTHWEST,Education,25.2255,True,False,False,1748132.0,72.5,99.0
1.0,1.0,51.0,51704.0,Small,GREATER DUWAMISH,Education,67.71629,True,False,False,1633499.0,35.72,68.0
3.0,1.0,21.0,62078.0,Medium,EAST,Education,59.32761,True,False,False,1888389.0,48.6,97.0
3.0,1.0,100.0,32691.0,Small,MAGNOLIA / QUEEN ANNE,Education,47.151,True,False,False,952879.0,29.88,99.0
3.0,1.0,23.0,95501.0,Medium,LAKE UNION,Education,68.77658,True,False,False,3105397.0,66.39,88.0
1.0,1.0,36.0,23190.0,Small,NORTHEAST,Education,29.98744,True,False,False,1540235.0,60.49,84.0
3.0,1.0,100.0,28820.0,Small,NORTHWEST,Education,26.3783,True,False,False,2534671.0,103.77,45.0
1.0,1.0,97.0,48789.0,Small,MAGNOLIA / QUEEN ANNE,Education,57.81794,True,False,False,1545356.0,40.85,89.0
1.0,1.0,97.0,33105.0,Small,SOUTHEAST,Education,25.3407,True,False,False,1739013.0,72.03,79.0
4.0,1.0,15.0,48660.0,Small,MAGNOLIA / QUEEN ANNE,Education,44.4224,True,False,False,1889990.0,61.64,80.0
2.0,1.0,92.0,45960.0,Small,EAST,Education,21.70572,True,False,False,4075193.0,175.62,58.0
2.0,1.0,23.0,49252.0,Small,NORTHWEST,Education,63.12456,True,False,False,3886929.0,93.23,
2.0,1.0,22.0,75605.0,Medium,SOUTHEAST,Education,72.66732,True,False,False,2199689.0,43.08,83.0
2.0,1.0,14.0,29525.0,Small,SOUTHEAST,Education,68.75467,True,False,False,1688739.0,36.12,55.0
1.0,1.0,68.0,42292.0,Small,NORTH,Education,37.30388,True,False,False,2255905.0,80.99,72.0
2.0,1.0,34.0,54528.0,Medium,DELRIDGE,Education,100.00416,False,False,False,1921222.0,13.39,77.0
5.0,1.0,54.0,43594.0,Small,EAST,Education,53.41264,True,False,False,2785058.0,79.28,34.0
1.0,1.0,67.0,38582.0,Small,NORTH,Education,38.9317,True,False,False,1729493.0,60.79,88.0
3.0,1.0,100.0,35448.0,Small,BALLARD,Education,16.3927,True,False,False,1657201.0,75.48,93.0
3.0,1.0,92.0,23983.0,Small,NORTHWEST,Education,52.42301,True,False,False,1176615.0,34.03,59.0
2.0,1.0,18.0,31343.0,Small,NORTHEAST,Education,40.7661,True,False,False,4034028.0,138.37,
2.0,1.0,98.0,42975.0,Small,DELRIDGE,Education,18.0272,True,False,False,1093653.0,48.99,86.0
1.0,1.0,51.0,50546.0,Small,GREATER DUWAMISH,Education,99.90116,True,False,False,971308.0,6.82,97.0
1.0,1.0,64.0,39971.0,Small,BALLARD,Education,38.65927,True,False,False,1499128.0,52.88,94.0
2.0,1.0,51.0,52609.0,Small,GREATER DUWAMISH,Education,63.43017,True,False,False,1711397.0,40.81,66.0
2.0,1.0,100.0,21592.0,Small,CENTRAL,Education,32.69246,True,False,False,1545485.0,58.77,43.0
2.0,1.0,91.0,23923.0,Small,NORTH,Education,49.71732,True,False,False,872555.0,26.33,72.0
2.0,1.0,22.0,64493.0,Medium,GREATER DUWAMISH,Education,78.63386,True,False,False,2231695.0,37.56,81.0
2.0,1.0,110.0,42252.0,Small,SOUTHEAST,Education,14.16966,True,False,False,2300803.0,107.15,44.0
1.0,1.0,61.0,41428.0,Small,SOUTHEAST,Education,51.36596,True,False,False,1223425.0,35.98,94.0
1.0,1.0,52.0,41526.0,Small,DELRIDGE,Education,43.08937,True,False,False,2037693.0,67.71,72.0
3.0,1.0,33.0,51672.0,Small,SOUTHEAST,Education,74.80183,True,False,False,1618570.0,30.1,95.0
1.0,1.0,74.0,64314.0,Medium,NORTHEAST,Education,36.50299,True,False,False,2802428.0,101.64,87.0
2.0,1.0,93.0,24152.0,Small,CENTRAL,Education,90.09435,False,False,True,56493.0,0.35,100.0
2.0,1.0,73.0,43645.0,Small,NORTHEAST,Education,28.15185,True,False,False,2126066.0,85.3,63.0
1.0,1.0,63.0,36701.0,Small,NORTH,Education,50.31872,True,False,False,1307883.0,39.1,93.0
2.0,1.0,82.0,41293.0,Small,LAKE UNION,Education,70.26814,True,False,False,2817261.0,58.29,
3.0,1.0,60.0,29874.0,Small,DELRIDGE,Education,24.38031,True,False,False,1216543.0,50.93,95.0
3.0,1.0,91.0,117116.0,Medium,BALLARD,Education,21.21804,True,False,False,4677797.0,202.65,84.0
4.0,1.0,99.0,46100.0,Small,EAST,Education,46.79197,True,True,False,2454812.0,95.26,66.0
1.0,1.0,60.0,51410.0,Small,SOUTHWEST,Education,52.16092,True,False,False,1866800.0,54.22,82.0
2.0,1.0,63.0,122679.0,Medium,MAGNOLIA / QUEEN ANNE,Education,52.6731,True,False,False,10813735.0,311.53,
2.0,1.0,77.0,537000.0,Large,MAGNOLIA / QUEEN ANNE,Education,38.00167,True,False,False,61984596.0,2205.24,
2.0,1.0,97.0,73769.0,Medium,EAST,Education,34.93622,True,False,False,2313679.0,85.59,94.0
2.0,1.0,13.0,28500.0,Small,CENTRAL,Education,62.28089,True,False,False,1136111.0,27.69,90.0
3.0,1.0,97.0,38297.0,Small,EAST,Education,27.77416,True,False,False,2057679.0,82.92,82.0
2.0,1.0,84.0,23222.0,Small,NORTHWEST,Education,19.95151,True,False,False,1223296.0,53.71,57.0
3.0,1.0,118.0,60000.0,Medium,EAST,Education,38.84769,True,False,False,3874632.0,136.34,49.0
2.0,1.0,58.0,39929.0,Small,SOUTHWEST,Education,56.9518,True,False,False,1800331.0,48.31,83.0
2.0,1.0,51.0,52901.0,Medium,GREATER DUWAMISH,Education,59.4816,True,False,False,1986384.0,50.98,82.0
2.0,1.0,112.0,33300.0,Small,LAKE UNION,Education,19.36993,True,False,False,1530744.0,67.62,94.0
1.0,1.0,52.0,42239.0,Small,NORTHWEST,Education,48.45075,True,False,False,2196843.0,67.57,71.0
3.0,1.0,97.0,51360.0,Small,NORTHWEST,Education,63.93663,True,False,False,1335355.0,31.53,92.0
2.0,1.0,22.0,61052.0,Medium,LAKE UNION,Education,74.74078,True,False,False,2189030.0,40.78,84.0
2.0,1.0,97.0,22344.0,Small,CENTRAL,Education,36.78126,True,False,False,1386331.0,50.1,49.0
3.0,1.0,101.0,31900.0,Small,EAST,Education,33.93696,True,False,False,2433777.0,91.15,
2.0,1.0,94.0,54943.0,Medium,NORTHEAST,Education,32.88945,True,False,False,1976400.0,74.98,95.0
4.0,1.0,110.0,27800.0,Small,EAST,Education,43.71202,True,False,False,1187058.0,39.1,
1.0,1.0,68.0,42128.0,Small,NORTHWEST,Education,50.86964,True,False,False,1695009.0,50.24,87.0
2.0,1.0,90.0,44753.0,Small,BALLARD,Education,24.82037,True,False,False,2476833.0,103.18,84.0
2.0,1.0,33.0,57298.0,Medium,BALLARD,Education,100.00414,False,False,False,1886007.0,13.15,82.0
1.0,1.0,66.0,45174.0,Small,NORTHWEST,Education,36.59577,True,False,False,1860084.0,67.38,88.0
2.0,1.0,34.0,32961.0,Small,NORTH,Education,43.0286,True,False,False,1845068.0,61.36,57.0
1.0,1.0,72.0,109794.0,Medium,CENTRAL,Education,6.71872,True,False,False,2195313.0,109.79,100.0
2.0,1.0,22.0,30562.0,Small,CENTRAL,Education,41.0949,True,False,False,1563070.0,53.38,71.0
2.0,1.0,71.0,36825.0,Small,CENTRAL,Education,52.11975,True,False,False,1824836.0,53.04,
2.0,1.0,97.0,27273.0,Small,EAST,Education,37.94614,True,False,False,1186682.0,42.25,90.0
1.0,1.0,69.0,20811.0,Small,MAGNOLIA / QUEEN ANNE,Education,43.54989,True,False,False,1198630.0,39.58,82.0
3.0,1.0,98.0,97500.0,Medium,NORTHEAST,Education,24.65926,True,False,False,3612830.0,150.77,97.0
1.0,1.0,9.0,57468.0,Medium,CENTRAL,Education,62.24116,True,False,False,2932696.0,71.54,
5.0,1.0,16.0,84000.0,Medium,EAST,Education,38.23381,True,False,False,12315998.0,436.85,
2.0,1.0,13.0,138705.0,Medium,SOUTHEAST,Education,60.45325,True,False,False,4665069.0,117.65,88.0
1.0,1.0,70.0,116101.0,Medium,MAGNOLIA / QUEEN ANNE,Education,20.51177,True,False,False,6344171.0,276.9,65.0
2.0,1.0,8.0,35780.0,Small,EAST,Education,66.56642,True,False,False,2066665.0,46.29,67.0
2.0,1.0,8.0,48925.0,Small,NORTHWEST,Education,65.08065,True,False,False,2202114.0,50.83,72.0
2.0,6.0,15.0,149856.0,Medium,GREATER DUWAMISH,Education,79.74753,True,False,False,6125692.0,99.95,
2.0,1.0,29.0,99765.0,Medium,EAST,Education,61.53246,True,False,False,3616057.0,89.39,
3.0,1.0,97.0,428347.0,Large,EAST,Education,59.44004,True,True,False,36367960.0,1253.31,
1.0,1.0,117.0,83882.0,Medium,EAST,Education,59.68239,True,False,False,2539565.0,64.95,72.0
2.0,1.0,97.0,37327.0,Small,CENTRAL,Education,36.82687,True,False,True,1967476.375,71.06,92.0
1.0,1.0,72.0,34005.0,Small,NORTH,Education,92.9346,True,False,True,991918.0,10.15,94.0
1.0,1.0,73.0,41221.0,Small,SOUTHWEST,Education,70.28921,True,False,True,2246747.5,46.46,83.0
1.0,1.0,61.0,43578.0,Small,NORTHEAST,Education,77.96105,True,False,True,1436773.875,24.63,83.0
4.0,1.0,53.0,58779.0,Medium,NORTHEAST,Education,74.37367,False,False,True,5000717.0,25.93,
6.0,1.0,24.0,203030.0,Medium,NORTHEAST,Education,55.92253,False,False,True,51168308.0,199.48,
3.0,1.0,7.0,45000.0,Small,GREATER DUWAMISH,Education,100.00002,False,False,True,1325972.75,9.24,77.0
1.0,1.0,60.0,68072.0,Medium,NORTHEAST,Education,99.99999,False,False,True,3180819.25,22.17,
3.0,1.0,116.0,87262.0,Medium,LAKE UNION,Office,33.93372,True,False,False,3988729.0,149.39,
2.0,1.0,61.0,94900.0,Medium,BALLARD,Office,70.9762,True,False,False,6043853.0,123.08,57.0
2.0,1.0,122.0,52554.0,Small,GREATER DUWAMISH,Office,57.35248,True,False,False,2137686.0,56.97,93.0
5.0,1.0,49.0,168115.0,Medium,DOWNTOWN,Office,100.00414,False,False,False,9213841.0,64.23,79.0
8.0,1.0,112.0,59400.0,Medium,DOWNTOWN,Office,100.00411,False,False,False,3915947.0,27.3,
2.0,1.0,60.0,54984.0,Medium,CENTRAL,Office,62.23452,True,False,False,3504957.0,85.51,65.0
3.0,1.0,57.0,179014.0,Medium,EAST,Office,50.35306,True,False,False,18868768.0,563.78,48.0
5.0,1.0,12.0,316306.0,Large,LAKE UNION,Office,93.76224,True,False,False,13300859.0,131.03,96.0
12.0,1.0,12.0,571329.0,Large,LAKE UNION,Office,82.0341,True,False,False,41734776.0,636.96,89.0
2.0,1.0,36.0,66240.0,Medium,MAGNOLIA / QUEEN ANNE,Office,100.0042,False,False,False,4329966.0,30.19,
6.0,1.0,12.0,3.0,Medium,MAGNOLIA / QUEEN ANNE,Office,77.65021,True,False,False,36681188.0,634.03,93.0
4.0,1.0,52.0,76213.0,Medium,MAGNOLIA / QUEEN ANNE,Office,85.04389,True,False,False,3303553.0,45.83,72.0
3.0,1.0,19.0,99433.0,Medium,SOUTHEAST,Office,100.00412,False,False,False,4439034.0,30.95,71.0
2.0,1.0,20.0,96300.0,Medium,NORTHEAST,Office,85.19946,True,False,False,16238985.0,224.13,
1.0,1.0,64.0,54765.0,Medium,GREATER DUWAMISH,Office,85.18098,True,False,False,4316654.0,59.61,
3.0,1.0,15.0,64015.0,Medium,GREATER DUWAMISH,Office,80.64619,True,False,False,3349666.0,53.27,19.0
2.0,1.0,65.0,91130.0,Medium,NORTHWEST,Office,75.60419,True,False,False,9146727.0,166.73,40.0
3.0,1.0,122.0,44558.0,Small,DOWNTOWN,Office,77.45467,True,False,False,1527917.0,26.55,83.0
5.0,1.0,50.0,50759.0,Small,NORTH,Office,83.95049,True,False,False,3045139.0,43.78,63.0
5.0,1.0,95.0,190000.0,Medium,MAGNOLIA / QUEEN ANNE,Office,74.48332,True,False,False,19816686.0,371.48,7.0
4.0,1.0,108.0,56500.0,Medium,DOWNTOWN,Office,62.90968,False,True,False,1372706.0,45.32,98.0
3.0,1.0,54.0,100734.0,Medium,DOWNTOWN,Office,100.00415,False,False,False,10273140.0,71.62,34.0
4.0,1.0,41.0,77662.0,Medium,DOWNTOWN,Office,87.46397,True,False,False,4829951.0,61.62,59.0
12.0,1.0,44.0,234000.0,Medium,DOWNTOWN,Office,98.64935,True,False,False,19176010.0,145.67,36.0
25.0,1.0,33.0,369996.0,Large,DOWNTOWN,Office,100.00415,False,False,False,24882924.0,173.47,71.0
33.0,1.0,46.0,791396.0,Large,DOWNTOWN,Office,100.00416,False,False,False,40451748.0,282.01,89.0
23.0,1.0,22.0,747747.0,Large,DOWNTOWN,Office,89.83799,True,False,False,32141070.0,374.82,88.0
10.0,1.0,96.0,63409.0,Medium,DOWNTOWN,Office,40.90802,False,True,False,3137206.0,152.04,92.0
17.0,1.0,92.0,204790.0,Medium,DOWNTOWN,Office,87.86005,True,False,False,7546235.0,94.89,92.0
5.0,1.0,106.0,73399.0,Medium,DOWNTOWN,Office,100.00416,False,False,False,3655453.0,25.48,63.0
20.0,1.0,53.0,265851.0,Large,DOWNTOWN,Office,53.85104,False,True,False,12943756.0,509.69,95.0
25.0,1.0,13.0,758043.0,Large,DOWNTOWN,Office,97.61666,True,False,False,24641772.0,198.93,96.0
12.0,1.0,54.0,206000.0,Medium,DOWNTOWN,Office,74.90507,False,True,False,9273278.0,228.07,88.0
3.0,1.0,13.0,824887.0,Large,DOWNTOWN,Office,100.00417,False,False,False,38400928.0,267.71,97.0
16.0,1.0,32.0,480840.0,Large,DOWNTOWN,Office,99.29259,True,False,False,17653930.0,128.87,94.0
7.0,1.0,122.0,89550.0,Medium,DOWNTOWN,Office,92.4074,False,True,False,4112006.0,50.6,81.0
6.0,1.0,122.0,89355.0,Medium,DOWNTOWN,Office,98.14053,True,False,False,4742636.0,37.14,55.0
15.0,1.0,100.0,388934.0,Large,DOWNTOWN,Office,95.29033,False,True,False,20309614.0,208.81,84.0
22.0,1.0,93.0,384302.0,Large,DOWNTOWN,Office,100.00414,False,False,False,9861998.0,68.75,98.0
3.0,1.0,39.0,3.0,Large,DOWNTOWN,Office,99.64442,True,False,False,45074876.0,321.72,93.0
3.0,1.0,36.0,589921.0,Large,DOWNTOWN,Office,100.00415,False,False,False,26208138.0,182.71,82.0
6.0,1.0,72.0,91091.0,Medium,DOWNTOWN,Office,74.53177,False,True,False,2373031.0,58.99,
8.0,1.0,54.0,157941.0,Medium,DOWNTOWN,Office,100.00415,False,False,False,3157579.0,22.01,89.0
29.0,1.0,31.0,635303.0,Large,DOWNTOWN,Office,99.11852,False,True,False,18350766.0,139.34,97.0
6.0,1.0,64.0,172842.0,Medium,DOWNTOWN,Office,96.18498,True,False,False,41092076.0,358.88,
3.0,1.0,42.0,776762.0,Large,DOWNTOWN,Office,99.53105,True,False,False,30135280.0,216.66,77.0
14.0,1.0,50.0,186768.0,Medium,DOWNTOWN,Office,77.85375,False,True,False,9700372.0,218.49,95.0
3.0,1.0,20.0,3.0,Large,DOWNTOWN,Office,100.00414,False,False,False,41655852.0,290.4,93.0
3.0,1.0,49.0,617684.0,Large,DOWNTOWN,Office,92.89225,False,True,False,37527176.0,449.01,79.0
8.0,1.0,115.0,201480.0,Medium,DOWNTOWN,Office,83.46835,False,True,False,9734582.0,180.89,88.0
14.0,1.0,21.0,310490.0,Large,DOWNTOWN,Office,77.11219,True,False,False,21781324.0,381.89,
8.0,1.0,19.0,199530.0,Medium,DOWNTOWN,Office,65.70298,True,False,False,13172813.0,300.3,70.0
