NumberofFloors,NumberofBuildings,BUILDING_AGE,PropertyGFATotal,PropertyGFATotal-binned,Neighborhood,PropertyType,RATIO_ELECTRICITY,NaturalGas,SteamUse,OtherFuelUse,SiteEnergyUse(kBtu),GHGEmissions(MetricTonsCO2e),ENERGYSTARScore
12.0,1.0,95.0,88434.0,Medium,DOWNTOWN,Hotel,52.79951,True,True,False,6981428.0,249.43,65.0
11.0,1.0,26.0,103566.0,Medium,DOWNTOWN,Hotel,46.74768,True,False,False,8354235.0,263.51,51.0
10.0,1.0,96.0,61320.0,Medium,DOWNTOWN,Hotel,9.80903,True,True,False,28229320.0,1936.34,1.0
18.0,1.0,42.0,175580.0,Medium,DOWNTOWN,Hotel,40.90771,True,False,False,14829099.0,507.7,67.0
11.0,1.0,96.0,83008.0,Medium,DOWNTOWN,Hotel,42.85568,True,False,False,6252842.0,208.46,25.0
15.0,1.0,118.0,163984.0,Medium,DOWNTOWN,Hotel,58.22224,True,False,False,12633744.0,331.61,46.0
11.0,1.0,53.0,153163.0,Medium,DOWNTOWN,Hotel,43.05431,True,True,False,14719853.0,576.63,48.0
25.0,1.0,24.0,333176.0,Large,DOWNTOWN,Hotel,68.76179,True,True,False,27717026.0,723.4,32.0
9.0,1.0,94.0,65009.0,Medium,DOWNTOWN,Hotel,23.72562,True,True,False,6807227.0,334.87,39.0
33.0,1.0,42.0,315952.0,Large,DOWNTOWN,Hotel,61.77055,True,True,False,22811690.0,675.34,56.0
11.0,1.0,100.0,92190.0,Medium,DOWNTOWN,Hotel,38.1779,True,True,False,10711451.0,486.25,14.0
28.0,1.0,39.0,416281.0,Large,DOWNTOWN,Hotel,65.92102,True,False,False,33270518.0,755.12,30.0
10.0,1.0,106.0,104352.0,Medium,DOWNTOWN,Hotel,22.82523,True,True,False,7845112.0,411.22,83.0
6.0,1.0,21.0,88592.0,Medium,NORTHEAST,Hotel,58.10007,True,False,False,3880806.0,102.08,85.0
8.0,1.0,31.0,158676.0,Medium,EAST,Hotel,10.32587,True,False,False,5159342.0,249.43,
10.0,1.0,21.0,171866.0,Medium,DOWNTOWN,Hotel,52.26828,True,False,False,11026945.0,319.73,20.0
5.0,1.0,44.0,68410.0,Medium,DOWNTOWN,Hotel,52.42741,True,False,False,4341706.0,125.57,60.0
4.0,1.0,28.0,81871.0,Medium,NORTHEAST,Hotel,44.02121,True,False,False,7419765.0,243.37,20.0
24.0,1.0,53.0,332210.0,Large,DOWNTOWN,Hotel,78.59634,True,False,False,15660628.0,263.85,68.0
20.0,1.0,92.0,98634.0,Medium,DOWNTOWN,Hotel,87.8103,True,False,False,6175812.0,77.8,46.0
7.0,1.0,37.0,71150.0,Medium,DOWNTOWN,Hotel,60.5734,True,False,False,5040382.0,126.83,99.0
7.0,1.0,114.0,122810.0,Medium,DOWNTOWN,Hotel,25.66865,True,False,False,5086863.0,209.92,99.0
5.0,1.0,63.0,113173.0,Medium,LAKE UNION,Hotel,62.65696,True,False,False,4988241.0,120.73,86.0
7.0,1.0,22.0,150453.0,Medium,LAKE UNION,Hotel,53.34856,True,False,False,6722886.0,191.58,83.0
6.0,1.0,25.0,116300.0,Medium,LAKE UNION,Hotel,53.84145,True,False,False,6014078.0,170.01,84.0
6.0,1.0,24.0,155602.0,Medium,MAGNOLIA / QUEEN ANNE,Hotel,66.03386,True,False,False,6915293.0,156.59,81.0
4.0,1.0,23.0,122942.0,Medium,MAGNOLIA / QUEEN ANNE,Hotel,45.49482,True,False,False,5276777.0,169.49,94.0
6.0,1.0,14.0,84103.0,Medium,LAKE UNION,Hotel,74.78556,True,False,False,3979132.0,74.04,68.0
7.0,1.0,114.0,76631.0,Medium,EAST,Hotel,38.4972,True,False,False,7231928.0,255.64,24.0
7.0,1.0,32.0,282863.0,Large,LAKE UNION,Hotel,56.50172,True,False,False,18829136.0,509.18,40.0
6.0,1.0,20.0,96910.0,Medium,MAGNOLIA / QUEEN ANNE,Hotel,55.72538,True,False,False,5061274.0,138.68,52.0
4.0,1.0,60.0,50017.0,Small,NORTHEAST,Hotel,38.71756,True,False,False,5570472.0,196.34,51.0
4.0,1.0,21.0,51390.0,Small,NORTHWEST,Hotel,37.23071,True,False,False,3864699.0,138.87,86.0
3.0,1.0,20.0,69138.0,Medium,NORTHWEST,Hotel,57.02444,True,False,False,3298570.0,88.4,75.0
5.0,1.0,118.0,190980.0,Medium,DOWNTOWN,Hotel,68.16571,True,False,False,6935723.0,150.23,97.0
4.0,1.0,26.0,162222.0,Medium,MAGNOLIA / QUEEN ANNE,Hotel,56.957,True,False,False,7753080.0,208.03,75.0
5.0,1.0,24.0,123920.0,Medium,LAKE UNION,Hotel,45.13235,True,False,False,8964061.0,289.43,82.0
7.0,1.0,24.0,207656.0,Medium,MAGNOLIA / QUEEN ANNE,Hotel,51.66456,True,False,False,10735331.0,314.26,77.0
4.0,1.0,54.0,64893.0,Medium,NORTHWEST,Hotel,41.28353,True,False,False,6056481.0,206.3,73.0
9.0,1.0,17.0,168449.0,Medium,GREATER DUWAMISH,Hotel,48.67899,True,False,False,13116256.0,402.03,61.0
16.0,1.0,91.0,106860.0,Medium,NORTHEAST,Hotel,31.34166,True,False,False,12087498.0,467.18,46.0
4.0,1.0,61.0,122309.0,Medium,DOWNTOWN,Hotel,27.03535,True,False,False,24060332.0,977.73,13.0
8.0,1.0,19.0,254273.0,Large,DOWNTOWN,Hotel,52.81946,True,False,False,27787286.0,798.63,23.0
21.0,1.0,92.0,305548.0,Large,DOWNTOWN,Hotel,45.2334,True,True,False,32135246.0,1391.7,61.0
19.0,1.0,49.0,332067.0,Large,DOWNTOWN,Hotel,57.16821,True,True,False,35383012.0,1231.19,8.0
5.0,1.0,43.0,109017.0,Medium,LAKE UNION,Hotel,60.97306,True,False,False,10018321.0,250.25,27.0
6.0,1.0,19.0,150545.0,Medium,EAST,Hotel,41.6951,True,False,False,13720714.0,464.77,26.0
5.0,1.0,14.0,111856.0,Medium,MAGNOLIA / QUEEN ANNE,Hotel,53.15475,True,False,False,9375125.0,268.0,43.0
5.0,1.0,32.0,57800.0,Medium,DOWNTOWN,Hotel,60.33137,True,False,False,2668769.0,67.45,77.0
4.0,1.0,55.0,44416.0,Small,DOWNTOWN,Hotel,57.92631,True,False,False,2601369.0,68.64,62.0
2.0,1.0,61.0,24100.0,Small,NORTHEAST,Hotel,51.48123,True,False,False,1607578.0,47.2,91.0
7.0,1.0,62.0,61180.0,Medium,DOWNTOWN,Hotel,51.4913,True,False,False,3542542.0,103.99,31.0
3.0,1.0,92.0,20571.0,Small,NORTHEAST,Hotel,100.00415,False,False,False,722891.0,5.04,69.0
9.0,1.0,97.0,104000.0,Medium,DOWNTOWN,Hotel,51.3864,True,True,False,8227025.0,316.19,9.0
11.0,1.0,96.0,36240.0,Small,DOWNTOWN,Hotel,23.93454,True,True,False,2094525.0,113.41,97.0
6.0,1.0,113.0,35820.0,Small,DOWNTOWN,Hotel,29.46782,True,False,False,3507714.0,138.61,91.0
4.0,1.0,63.0,38520.0,Small,LAKE UNION,Hotel,67.72253,True,False,False,2361960.0,51.64,45.0
3.0,1.0,61.0,29186.0,Small,LAKE UNION,Hotel,41.42133,True,False,False,967697.0,32.9,91.0
6.0,1.0,94.0,35770.0,Small,EAST,Hotel,21.85988,True,False,False,2601945.0,111.95,59.0
9.0,1.0,94.0,48006.0,Small,EAST,Hotel,52.52043,True,False,False,2363705.0,68.26,95.0
4.0,1.0,108.0,45500.0,Small,DOWNTOWN,Hotel,43.76179,True,True,False,2527198.0,103.77,80.0
3.0,1.0,122.0,25450.0,Small,DOWNTOWN,Hotel,100.00402,False,False,False,497556.0,3.47,98.0
3.0,1.0,114.0,28800.0,Small,DOWNTOWN,Hotel,25.70102,True,False,False,5047936.0,208.24,
4.0,1.0,32.0,41704.0,Small,NORTHWEST,Hotel,51.59911,True,False,False,1929698.0,56.55,84.0
3.0,1.0,30.0,22452.0,Small,GREATER DUWAMISH,Hotel,43.55965,True,False,False,1354219.0,44.71,78.0
4.0,1.0,97.0,33018.0,Small,DOWNTOWN,Hotel,37.1843,True,False,False,4912520.0,176.63,46.0
5.0,1.0,112.0,40552.0,Small,DOWNTOWN,Hotel,19.25798,True,False,False,1162131.0,51.4,99.0
10.0,1.0,16.0,392552.0,Large,DOWNTOWN,Hotel,57.21146,True,False,False,20294318.0,542.15,14.0
4.0,1.0,9.0,62381.0,Medium,BALLARD,Hotel,100.00417,False,False,False,3625434.0,25.27,57.0
8.0,1.0,112.0,61721.0,Medium,DOWNTOWN,Hotel,87.48782,True,False,True,2897079.75,36.92,93.0
14.0,1.0,7.0,144614.0,Medium,DOWNTOWN,Hotel,95.36903,True,False,True,5525072.5,50.32,89.0
4.0,1.0,8.0,126823.0,Medium,LAKE UNION,Hotel,68.11235,True,False,True,6042399.5,131.02,72.0
2.0,1.0,23.0,97288.0,Medium,DOWNTOWN,Other,60.33035,True,False,False,12051984.0,304.62,
8.0,1.0,96.0,102761.0,Medium,DOWNTOWN,Other,63.92764,True,True,False,6426022.0,199.99,
3.0,1.0,18.0,412000.0,Large,DOWNTOWN,Other,95.83058,False,True,False,16849234.0,166.84,
6.0,1.0,92.0,103911.0,Medium,DOWNTOWN,Other,51.14192,True,True,False,10340282.0,411.09,
10.0,1.0,106.0,540360.0,Large,DOWNTOWN,Other,50.24859,True,False,False,53332648.0,1596.08,67.0
2.0,1.0,92.0,67224.0,Medium,DOWNTOWN,Other,100.00418,False,False,False,1388717.0,9.68,
1.0,1.0,60.0,389000.0,Large,MAGNOLIA / QUEEN ANNE,Other,48.78753,False,True,True,29337400.0,760.51,
1.0,1.0,60.0,91213.0,Medium,MAGNOLIA / QUEEN ANNE,Other,71.442,False,True,True,5069854.0,123.28,
5.0,1.0,84.0,396085.0,Large,MAGNOLIA / QUEEN ANNE,Other,29.29703,False,True,True,27185096.0,900.81,
2.0,1.0,60.0,52000.0,Small,MAGNOLIA / QUEEN ANNE,Other,43.66694,False,True,True,2632472.0,96.39,
1.0,1.0,94.0,60696.0,Medium,MAGNOLIA / QUEEN ANNE,Other,100.00411,False,False,False,924980.0,6.45,
2.0,1.0,94.0,262048.0,Large,MAGNOLIA / QUEEN ANNE,Other,67.13858,False,True,True,20828130.0,398.51,
4.0,1.0,81.0,56521.0,Medium,NORTHEAST,Other,100.00413,False,False,False,6443260.0,44.92,
2.0,1.0,93.0,206934.0,Medium,NORTHEAST,Other,47.47577,True,False,False,4461969.0,139.24,
6.0,1.0,24.0,284100.0,Large,DOWNTOWN,Other,74.87887,True,True,False,14169301.0,338.23,
4.0,1.0,16.0,61156.0,Medium,DOWNTOWN,Other,69.22009,True,False,False,10434387.0,220.94,
4.0,1.0,112.0,72820.0,Medium,DOWNTOWN,Other,70.24848,True,False,False,2076630.0,42.99,
1.0,1.0,72.0,67356.0,Medium,GREATER DUWAMISH,Other,45.47169,True,False,False,6577130.0,211.33,
6.0,1.0,51.0,250981.0,Large,CENTRAL,Other,67.97059,True,True,False,13901935.0,398.56,
3.0,1.0,58.0,54224.0,Medium,NORTH,Other,44.22209,True,False,False,7613116.0,249.01,
3.0,1.0,26.0,55442.0,Medium,NORTHWEST,Other,58.68162,True,False,False,3091559.0,80.49,74.0
3.0,1.0,49.0,56000.0,Medium,BALLARD,Other,48.9172,True,False,False,1755264.0,53.61,
1.0,1.0,122.0,50000.0,Small,LAKE UNION,Other,49.65901,True,False,False,7338511.0,221.62,
6.0,1.0,23.0,3.0,Medium,GREATER DUWAMISH,Other,84.97868,True,False,False,59991984.0,834.11,
3.0,1.0,23.0,3.0,Medium,GREATER DUWAMISH,Other,68.4997,True,False,False,57514116.0,1236.93,
6.0,1.0,14.0,419848.0,Large,NORTH,Other,77.61264,True,False,False,9477865.0,163.99,
2.0,1.0,70.0,56772.0,Medium,NORTHEAST,Other,40.60223,True,False,False,2349950.0,80.79,49.0
3.0,1.0,70.0,103000.0,Medium,NORTHEAST,Other,50.71417,True,False,False,4864408.0,144.53,40.0
7.0,1.0,108.0,128766.0,Medium,DOWNTOWN,Other,96.48053,True,False,False,6550618.0,56.32,
3.0,1.0,67.0,230880.0,Medium,DOWNTOWN,Other,100.00417,False,False,False,63668488.0,443.86,
1.0,1.0,49.0,76086.0,Medium,MAGNOLIA / QUEEN ANNE,Other,54.82927,True,False,False,2903161.0,80.75,
3.0,3.0,27.0,215476.0,Medium,DOWNTOWN,Other,58.78196,True,False,False,25377650.0,659.56,
2.0,1.0,42.0,69400.0,Medium,DOWNTOWN,Other,72.9102,True,False,False,15671253.0,305.15,
5.0,1.0,13.0,141131.0,Medium,LAKE UNION,Other,100.00417,False,False,False,2904225.0,20.25,
6.0,1.0,26.0,147852.0,Medium,DOWNTOWN,Other,70.71173,True,False,False,8204897.0,168.09,
4.0,1.0,26.0,267335.0,Large,DOWNTOWN,Other,73.19181,True,False,False,7782092.0,150.52,
3.0,1.0,37.0,193500.0,Medium,DOWNTOWN,Other,100.00415,False,False,False,14735023.0,102.72,
5.0,1.0,23.0,206950.0,Medium,EAST,Other,91.94239,True,True,False,19645206.0,248.15,
9.0,1.0,34.0,46710.0,Small,EAST,Other,65.53208,False,True,False,4255322.0,132.66,
8.0,1.0,47.0,158738.0,Medium,EAST,Other,75.74011,True,True,True,66740380.0,1359.77,
3.0,1.0,94.0,55200.0,Medium,LAKE UNION,Other,67.48623,True,False,False,11566123.0,254.16,
4.0,1.0,19.0,241159.0,Medium,LAKE UNION,Other,62.91133,True,False,False,40183424.0,967.81,
4.0,1.0,59.0,102235.0,Medium,LAKE UNION,Other,62.59163,True,False,False,25290360.0,612.84,
1.0,1.0,67.0,113780.0,Medium,DELRIDGE,Other,41.15334,True,False,False,3580091.0,122.16,
3.0,1.0,21.0,280252.0,Large,LAKE UNION,Other,100.00416,False,False,False,12196872.0,85.03,
3.0,1.0,70.0,66462.0,Medium,MAGNOLIA / QUEEN ANNE,Other,100.00417,False,False,False,9109967.0,63.51,
1.0,1.0,58.0,111900.0,Medium,NORTHWEST,Other,73.8103,True,False,False,11564788.0,220.38,
5.0,1.0,14.0,322869.0,Large,BALLARD,Other,63.07345,True,False,False,16917964.0,406.2,
1.0,1.0,82.0,56608.0,Medium,GREATER DUWAMISH,Other,84.5126,True,False,False,5234454.0,73.9,
3.0,1.0,96.0,80004.0,Medium,CENTRAL,Other,100.00416,False,False,False,14265421.0,99.45,
2.0,1.0,53.0,98539.0,Medium,NORTH,Other,97.0074,True,False,False,5711553.0,47.71,
3.0,1.0,17.0,161789.0,Medium,NORTHWEST,Other,100.00416,False,False,False,7020517.0,48.94,
1.0,1.0,22.0,53040.0,Medium,GREATER DUWAMISH,Other,53.76145,True,False,False,1825347.0,51.67,
1.0,1.0,49.0,110689.0,Medium,GREATER DUWAMISH,Other,24.91911,True,False,False,2227640.0,92.7,
3.0,1.0,102.0,169785.0,Medium,LAKE UNION,Other,65.42108,True,False,False,21187538.0,485.76,
1.0,1.0,76.0,23000.0,Small,DOWNTOWN,Other,42.44318,True,False,False,630040.0,21.12,
3.0,1.0,116.0,67755.0,Medium,DOWNTOWN,Other,100.00417,False,False,False,1822830.0,12.71,
2.0,1.0,69.0,76442.0,Medium,GREATER DUWAMISH,Other,50.75443,True,False,False,3366528.0,99.96,
2.0,1.0,81.0,125519.0,Medium,GREATER DUWAMISH,Other,53.33326,True,False,False,4999863.0,142.52,
3.0,1.0,21.0,68763.0,Medium,DELRIDGE,Other,53.09111,True,False,False,6171270.0,176.59,
1.0,1.0,28.0,102133.0,Medium,SOUTHEAST,Other,58.92573,True,False,False,21069722.0,546.2,
2.0,1.0,28.0,81336.0,Medium,MAGNOLIA / QUEEN ANNE,Other,67.99512,True,False,False,13480326.0,293.05,
6.0,1.0,39.0,275982.0,Large,DOWNTOWN,Other,100.00416,False,False,False,5653656.0,39.41,
2.0,3.0,36.0,63644.0,Medium,GREATER DUWAMISH,Other,67.23466,True,False,False,7256842.0,160.3,
6.0,1.0,16.0,143439.0,Medium,NORTHEAST,Other,51.98674,True,False,False,25338332.0,737.98,
4.0,1.0,23.0,115748.0,Medium,LAKE UNION,Other,47.90437,True,False,False,37276920.0,1155.9,
5.0,1.0,23.0,3.0,Medium,DOWNTOWN,Other,100.00414,False,False,False,48143224.0,335.63,
2.0,1.0,83.0,58492.0,Medium,GREATER DUWAMISH,Other,43.34701,True,False,False,1767017.0,58.51,
4.0,1.0,78.0,99122.0,Medium,GREATER DUWAMISH,Other,88.13626,True,False,False,14353034.0,178.65,
1.0,1.0,37.0,66133.0,Medium,GREATER DUWAMISH,Other,92.63956,True,False,False,5477570.0,56.8,
1.0,1.0,52.0,141686.0,Medium,GREATER DUWAMISH,Other,100.00413,False,False,False,6802622.0,47.42,
6.0,1.0,20.0,361398.0,Large,NORTHEAST,Other,87.7381,True,False,False,8971926.0,113.32,
5.0,1.0,22.0,303255.0,Large,NORTH,Other,92.64652,True,False,False,11821841.0,122.54,
4.0,1.0,94.0,62600.0,Medium,MAGNOLIA / QUEEN ANNE,Other,41.61239,True,False,False,10752843.0,364.64,84.0
5.0,1.0,35.0,90266.0,Medium,NORTH,Other,100.00414,False,False,False,7615756.0,53.09,42.0
5.0,1.0,23.0,141718.0,Medium,MAGNOLIA / QUEEN ANNE,Other,75.8034,True,False,False,19490284.0,353.49,
3.0,1.0,20.0,338063.0,Large,GREATER DUWAMISH,Other,89.48007,True,False,False,21142886.0,250.05,
2.0,1.0,14.0,51856.0,Small,GREATER DUWAMISH,Other,100.00417,False,False,False,2014721.0,14.05,
2.0,1.0,65.0,22220.0,Small,NORTHEAST,Other,39.84375,True,False,False,797435.0,27.69,83.0
1.0,1.0,28.0,22800.0,Small,GREATER DUWAMISH,Other,12.06422,True,False,False,1951448.0,92.78,
2.0,1.0,100.0,21022.0,Small,NORTHWEST,Other,10.99166,True,False,False,684155.0,32.87,81.0
3.0,1.0,94.0,39971.0,Small,NORTHEAST,Other,35.14037,True,False,False,10303305.0,380.17,
2.0,1.0,108.0,33589.0,Small,BALLARD,Other,27.6103,True,False,False,440658.0,17.79,95.0
2.0,1.0,76.0,44588.0,Small,DOWNTOWN,Other,57.73679,True,False,False,14329739.0,379.34,1.0
2.0,1.0,99.0,21462.0,Small,NORTH,Other,100.00414,False,False,False,1109924.0,7.74,
2.0,1.0,105.0,28072.0,Small,NORTHWEST,Other,14.47337,True,False,False,1183408.0,54.95,
2.0,1.0,74.0,20920.0,Small,DOWNTOWN,Other,27.3069,True,False,False,1136676.0,46.05,11.0
2.0,1.0,96.0,22128.0,Small,SOUTHWEST,Other,25.08787,True,False,False,534039.0,22.18,97.0
1.0,1.0,20.0,29924.0,Small,NORTHWEST,Other,86.49163,True,False,False,1173650.0,15.5,
2.0,1.0,73.0,21364.0,Small,SOUTHWEST,Other,19.98346,True,False,False,947884.0,41.6,84.0
2.0,1.0,67.0,31890.0,Small,DOWNTOWN,Other,100.0042,False,False,False,1691021.0,11.79,3.0
4.0,1.0,96.0,49249.0,Small,DOWNTOWN,Other,35.54077,True,False,False,29540052.0,1084.49,
2.0,1.0,100.0,37740.0,Small,DOWNTOWN,Other,56.38668,True,False,False,3215953.0,87.14,
2.0,1.0,94.0,45991.0,Small,NORTHWEST,Other,48.23566,True,False,False,1044642.0,32.23,52.0
4.0,1.0,95.0,32356.0,Small,DOWNTOWN,Other,65.63268,False,True,False,1303887.0,40.56,92.0
2.0,1.0,112.0,23931.0,Small,NORTHWEST,Other,35.00215,True,False,False,450518.0,16.65,91.0
2.0,1.0,74.0,21393.0,Small,NORTHWEST,Other,32.00582,True,False,False,813252.0,31.18,60.0
1.0,1.0,50.0,26366.0,Small,NORTHEAST,Other,44.06255,True,False,False,790204.0,25.9,90.0
2.0,1.0,57.0,21732.0,Small,SOUTHEAST,Other,57.71623,True,False,False,820705.0,21.73,3.0
3.0,1.0,101.0,29636.0,Small,NORTHEAST,Other,100.00411,False,False,False,632157.0,4.41,
2.0,1.0,96.0,47992.0,Small,NORTHEAST,Other,33.27363,True,False,False,2873278.0,108.49,19.0
2.0,1.0,22.0,31386.0,Small,NORTHEAST,Other,71.47098,True,False,False,978211.0,19.7,58.0
2.0,1.0,53.0,41790.0,Small,GREATER DUWAMISH,Other,86.01882,True,False,False,1777554.0,23.86,
3.0,1.0,100.0,39320.0,Small,DOWNTOWN,Other,33.31079,True,True,False,2916511.0,135.55,
5.0,1.0,114.0,41536.0,Small,DOWNTOWN,Other,100.0042,False,False,False,1024033.0,7.14,
2.0,1.0,99.0,37816.0,Small,SOUTHWEST,Other,50.4076,True,False,False,1423706.0,42.5,58.0
1.0,1.0,74.0,41521.0,Small,SOUTHWEST,Other,52.89822,True,False,False,3314418.0,95.14,
1.0,1.0,38.0,33334.0,Small,SOUTHWEST,Other,42.15363,True,False,False,6376820.0,214.65,
1.0,1.0,73.0,22405.0,Small,NORTH,Other,30.6727,True,False,False,3537977.0,137.83,
1.0,1.0,9.0,32590.0,Small,NORTH,Other,16.91603,True,False,False,1618695.0,73.34,
1.0,1.0,98.0,22180.0,Small,SOUTHWEST,Other,52.4725,True,False,False,5063753.0,146.35,
1.0,1.0,45.0,36070.0,Small,SOUTHEAST,Other,100.00409,False,False,False,1271021.0,8.86,
2.0,1.0,59.0,20047.0,Small,SOUTHEAST,Other,100.00367,False,False,False,109014.0,0.76,
1.0,1.0,74.0,27247.0,Small,MAGNOLIA / QUEEN ANNE,Other,41.20544,True,False,False,2219190.0,75.67,
2.0,1.0,75.0,22612.0,Small,MAGNOLIA / QUEEN ANNE,Other,22.97794,True,False,False,672915.0,28.6,90.0
2.0,1.0,46.0,38787.0,Small,NORTH,Other,72.77968,True,False,False,3098277.0,60.52,
2.0,1.0,59.0,24227.0,Small,MAGNOLIA / QUEEN ANNE,Other,17.2864,True,False,False,1019183.0,46.0,64.0
2.0,1.0,92.0,25521.0,Small,NORTHEAST,Other,61.64585,True,False,False,561874.0,13.86,85.0
2.0,1.0,68.0,27876.0,Small,SOUTHEAST,Other,32.71144,True,False,False,1855556.0,70.54,73.0
1.0,1.0,52.0,26400.0,Small,GREATER DUWAMISH,Other,100.0042,False,False,False,499928.0,3.49,
3.0,1.0,102.0,30971.0,Small,EAST,Other,49.73974,True,True,False,2798967.0,88.87,
1.0,1.0,53.0,30730.0,Small,LAKE UNION,Other,66.7141,True,False,False,2126288.0,47.48,
3.0,1.0,73.0,62000.0,Medium,MAGNOLIA / QUEEN ANNE,Other,17.4221,True,False,False,1698779.0,76.57,83.0
3.0,1.0,26.0,53103.0,Medium,LAKE UNION,Other,98.30734,True,False,False,4971699.0,38.55,
2.0,1.0,58.0,92080.0,Medium,NORTHWEST,Other,54.06749,True,False,False,6205886.0,174.79,
1.0,1.0,61.0,20236.0,Small,NORTHWEST,Other,63.07646,True,False,False,1991234.0,47.81,
4.0,1.0,52.0,25557.0,Small,NORTHWEST,Other,100.00411,False,False,False,1314452.0,9.16,
2.0,1.0,64.0,26994.0,Small,NORTHWEST,Other,27.73794,True,False,False,3316562.0,133.7,
1.0,1.0,13.0,20909.0,Small,NORTHWEST,Other,59.71147,True,False,False,1051036.0,26.87,50.0
2.0,1.0,15.0,45000.0,Small,NORTHWEST,Other,53.38608,True,False,False,5655268.0,161.06,
1.0,1.0,73.0,26033.0,Small,NORTHEAST,Other,29.53033,True,False,False,1022112.0,40.36,88.0
5.0,1.0,67.0,31945.0,Small,MAGNOLIA / QUEEN ANNE,Other,100.00414,False,False,False,1811669.0,12.63,4.0
3.0,1.0,54.0,75058.0,Medium,DOWNTOWN,Other,15.6117,True,False,False,7879628.0,361.73,8.0
2.0,1.0,81.0,25920.0,Small,DOWNTOWN,Other,100.00417,False,False,False,1415494.0,9.87,55.0
4.0,1.0,58.0,49243.0,Small,EAST,Other,89.50132,True,False,False,8436996.0,99.7,
3.0,1.0,110.0,20411.0,Small,EAST,Other,37.66478,True,False,False,1939297.0,69.3,
5.0,1.0,34.0,45780.0,Small,EAST,Other,52.39089,True,True,False,10403123.0,418.99,
3.0,1.0,106.0,38038.0,Small,EAST,Other,39.21283,False,True,False,1057256.0,52.5,
3.0,1.0,60.0,37796.0,Small,EAST,Other,33.71564,True,True,False,2726269.0,140.4,48.0
1.0,1.0,61.0,26000.0,Small,MAGNOLIA / QUEEN ANNE,Other,65.96262,False,True,False,3895403.0,120.26,
3.0,1.0,13.0,23241.0,Small,MAGNOLIA / QUEEN ANNE,Other,56.99376,True,False,False,777915.0,20.86,60.0
1.0,1.0,60.0,155795.0,Medium,MAGNOLIA / QUEEN ANNE,Other,88.60687,True,False,False,17979460.0,219.88,
1.0,1.0,20.0,21018.0,Small,MAGNOLIA / QUEEN ANNE,Other,88.03312,False,True,False,1737596.0,26.72,
1.0,1.0,24.0,30533.0,Small,MAGNOLIA / QUEEN ANNE,Other,48.98795,True,False,False,6015128.0,183.51,
2.0,1.0,61.0,33971.0,Small,MAGNOLIA / QUEEN ANNE,Other,50.18928,True,False,False,19061780.0,570.98,
2.0,1.0,30.0,40600.0,Small,MAGNOLIA / QUEEN ANNE,Other,60.27334,True,True,True,2464720.0,45.22,
1.0,1.0,56.0,49680.0,Small,DOWNTOWN,Other,40.95735,False,True,True,3289053.0,148.02,
1.0,1.0,60.0,36314.0,Small,DOWNTOWN,Other,52.55433,True,True,True,2657625.0,83.27,
2.0,1.0,106.0,25920.0,Small,DOWNTOWN,Other,100.00409,False,False,False,1367815.0,9.54,
3.0,1.0,122.0,49760.0,Small,DOWNTOWN,Other,100.00414,False,False,False,24126.0,0.17,
2.0,1.0,92.0,22710.0,Small,DOWNTOWN,Other,100.00395,False,False,False,278741.0,1.94,
1.0,1.0,62.0,27338.0,Small,LAKE UNION,Other,100.00418,False,False,False,526059.0,3.67,65.0
2.0,1.0,23.0,85750.0,Medium,EAST,Other,40.88216,True,False,False,1592817.0,54.55,
2.0,1.0,60.0,34416.0,Small,MAGNOLIA / QUEEN ANNE,Other,44.23736,True,False,False,10975751.0,358.91,1.0
3.0,1.0,95.0,31191.0,Small,EAST,Other,52.34257,True,False,False,5975230.0,173.05,
1.0,1.0,75.0,37377.0,Small,NORTH,Other,38.18968,True,False,False,2767381.0,98.22,
2.0,1.0,100.0,22688.0,Small,EAST,Other,76.71163,True,False,False,298063.0,5.28,89.0
2.0,1.0,60.0,22364.0,Small,SOUTHEAST,Other,40.87945,True,False,False,1289073.0,44.15,
3.0,1.0,114.0,45680.0,Small,NORTH,Other,25.03304,True,False,False,1988784.0,82.66,81.0
1.0,1.0,65.0,23562.0,Small,SOUTHWEST,Other,100.00418,False,False,False,550767.0,3.84,95.0
1.0,1.0,72.0,26660.0,Small,GREATER DUWAMISH,Other,100.00412,False,False,False,2257181.0,15.74,
1.0,1.0,60.0,22047.0,Small,NORTHWEST,Other,100.00417,False,False,False,239873.0,1.67,100.0
1.0,1.0,43.0,30610.0,Small,NORTH,Other,45.51637,True,False,False,4467292.0,143.45,
1.0,1.0,41.0,20971.0,Small,EAST,Other,100.00413,False,False,False,2323265.0,16.2,
2.0,1.0,112.0,21765.0,Small,BALLARD,Other,27.70676,True,False,False,490743.0,19.79,73.0
2.0,1.0,121.0,26560.0,Small,CENTRAL,Other,29.25404,True,False,False,1941086.0,76.89,1.0
1.0,1.0,61.0,32000.0,Small,BALLARD,Other,39.33571,True,False,False,1136405.0,39.73,
1.0,1.0,18.0,30576.0,Small,BALLARD,Other,77.9447,True,False,False,1241865.0,21.3,
2.0,1.0,98.0,21528.0,Small,BALLARD,Other,69.18261,True,False,False,297715.0,6.31,
2.0,1.0,94.0,30000.0,Small,BALLARD,Other,91.11676,True,False,False,1140620.0,12.63,
2.0,1.0,80.0,30087.0,Small,BALLARD,Other,100.00417,False,False,False,5227992.0,36.45,
